Open,High,Low,Close,Adj Close,Volume
82.6500015258789,83.5999984741211,82.30000305175781,83.25,83.25,1247925
83.25,84.0999984741211,82.94999694824219,83.94999694824219,83.94999694824219,2665912
83.94999694824219,84.0,83.25,83.30000305175781,83.30000305175781,2387104
83.3499984741211,83.80000305175781,82.94999694824219,83.80000305175781,83.80000305175781,1804474
83.75,84.0999984741211,83.5999984741211,83.69999694824219,83.69999694824219,2510904
83.69999694824219,83.9000015258789,83.6500015258789,83.8499984741211,83.8499984741211,1229970
83.9000015258789,84.30000305175781,83.69999694824219,84.05000305175781,84.05000305175781,1843084
84.05000305175781,84.6500015258789,84.05000305175781,84.1500015258789,84.1500015258789,2516984
84.0999984741211,84.4000015258789,84.0,84.0,84.0,1270604
84.0,84.25,83.4000015258789,83.5999984741211,83.5999984741211,1711392
83.5999984741211,83.80000305175781,83.5,83.5,83.5,1009626
83.55000305175781,83.75,83.5,83.5999984741211,83.5999984741211,529168
83.6500015258789,83.9000015258789,83.55000305175781,83.6500015258789,83.6500015258789,767218
83.6500015258789,83.9000015258789,83.6500015258789,83.69999694824219,83.69999694824219,613780
83.80000305175781,83.80000305175781,83.55000305175781,83.69999694824219,83.69999694824219,463136
83.75,83.80000305175781,83.55000305175781,83.6500015258789,83.6500015258789,732096
83.5999984741211,83.69999694824219,83.30000305175781,83.3499984741211,83.3499984741211,888416
83.3499984741211,83.4000015258789,83.19999694824219,83.3499984741211,83.3499984741211,1295248
83.3499984741211,83.5,83.30000305175781,83.5,83.5,802728
83.5,83.6500015258789,83.4000015258789,83.44999694824219,83.44999694824219,552540
83.44999694824219,83.5,83.30000305175781,83.44999694824219,83.44999694824219,289430
83.44999694824219,83.6500015258789,83.4000015258789,83.55000305175781,83.55000305175781,396758
83.5999984741211,83.5999984741211,83.19999694824219,83.19999694824219,83.19999694824219,660030
83.19999694824219,83.55000305175781,83.19999694824219,83.4000015258789,83.4000015258789,497542
83.3499984741211,83.5,83.3499984741211,83.44999694824219,83.44999694824219,241142
83.44999694824219,83.44999694824219,83.19999694824219,83.30000305175781,83.30000305175781,343960
83.3499984741211,83.55000305175781,83.30000305175781,83.4000015258789,83.4000015258789,425820
83.4000015258789,83.6500015258789,83.3499984741211,83.5999984741211,83.5999984741211,498248
83.5999984741211,83.5999984741211,83.4000015258789,83.55000305175781,83.55000305175781,242830
83.55000305175781,83.5999984741211,83.44999694824219,83.5,83.5,224886
83.44999694824219,83.5,83.30000305175781,83.3499984741211,83.3499984741211,238370
83.25,83.30000305175781,82.9000015258789,83.1500015258789,83.1500015258789,1591118
83.1500015258789,83.1500015258789,82.9000015258789,83.0999984741211,83.0999984741211,728210
83.0999984741211,83.0999984741211,82.8499984741211,82.94999694824219,82.94999694824219,585152
82.9000015258789,83.05000305175781,82.80000305175781,82.9000015258789,82.9000015258789,647866
82.94999694824219,83.05000305175781,82.9000015258789,82.94999694824219,82.94999694824219,213118
82.9000015258789,83.0,82.6500015258789,82.9000015258789,82.9000015258789,792600
82.9000015258789,83.05000305175781,82.75,82.9000015258789,82.9000015258789,474308
