Open,High,Low,Close,Adj Close,Volume
170.5,171.75,168.85000610351562,170.0,170.0,3261654
170.0,171.35000610351562,169.75,171.35000610351562,171.35000610351562,2379738
171.35000610351562,172.5500030517578,171.3000030517578,172.14999389648438,172.14999389648438,3063660
172.10000610351562,172.4499969482422,171.1999969482422,171.6999969482422,171.6999969482422,1760940
171.64999389648438,172.14999389648438,171.0,171.39999389648438,171.39999389648438,1319895
171.4499969482422,171.5,170.39999389648438,170.5500030517578,170.5500030517578,1640175
170.5,170.89999389648438,170.0,170.3000030517578,170.3000030517578,1526940
170.35000610351562,170.6999969482422,169.9499969482422,170.10000610351562,170.10000610351562,1411001
170.10000610351562,170.39999389648438,169.6999969482422,170.14999389648438,170.14999389648438,1300682
170.1999969482422,170.8000030517578,170.14999389648438,170.3000030517578,170.3000030517578,828217
170.25,170.5,169.8000030517578,170.14999389648438,170.14999389648438,974935
170.10000610351562,170.1999969482422,169.5,169.75,169.75,1124209
169.6999969482422,170.10000610351562,169.39999389648438,169.5,169.5,1316525
169.4499969482422,170.39999389648438,169.39999389648438,170.25,170.25,1608096
170.14999389648438,170.5,169.8000030517578,169.85000610351562,169.85000610351562,1219873
169.85000610351562,171.0500030517578,169.64999389648438,170.8000030517578,170.8000030517578,1801122
170.85000610351562,171.5,170.10000610351562,170.5,170.5,2156836
170.39999389648438,170.5,170.0,170.1999969482422,170.1999969482422,1188075
170.1999969482422,170.39999389648438,169.85000610351562,170.25,170.25,1039478
170.14999389648438,170.5,170.0,170.0500030517578,170.0500030517578,802079
170.10000610351562,170.5,169.9499969482422,170.25,170.25,971004
170.3000030517578,171.4499969482422,170.25,170.85000610351562,170.85000610351562,2112445
170.85000610351562,170.9499969482422,170.3000030517578,170.9499969482422,170.9499969482422,1279820
171.0,171.0,170.39999389648438,170.85000610351562,170.85000610351562,1796634
170.75,171.14999389648438,170.4499969482422,171.10000610351562,171.10000610351562,2451638
